Proposal Presentation Deadline,Progress Review Deadline,Technical Review Deadline,Final Presentation Deadline,Sprints Left:,Proposal Presentation,Progress Review,Technical Review,Final Presentation
"November 23, 2022","December 14, 2022","January 25, 2023","February 15, 2023",,-76,-73,-67,-64
